Order,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice,MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Sale Type,Sale Condition
1296.2834,969063230.0,57.82485,56.364315,4282.194,5.5061007,7.143006,1914.93,1973.4285,-47.169537,-106.94918,-14.369117,702.3586,578.6285,711.9508,965.55756,-10.382199,1663.5305,-0.062752545,-0.074940115,1.2760316,0.6202641,3.451985,0.98663634,7.178589,0.48952815,1939.8391,1.208173,314.9913,64.975174,32.04886,185.37744,-5.4039106,-17.687283,6.666405,371.9134,5.641099,2008.3295,124436.97,RL,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,Missing,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Basment,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1411.1578,968212350.0,177.33148,42.122597,6893.661,4.462507,5.701066,1925.3185,1981.2845,-133.79128,-2.5519297,10.471574,829.71747,819.23456,1122.2565,691.22455,125.15779,1946.4878,0.19612691,-0.030583452,2.1504676,-0.04553445,3.6522276,1.7829288,8.61329,-0.12196865,1964.4933,0.31644878,69.216194,-19.932732,128.11891,38.543793,-2.002641,6.8566613,22.147175,341.08615,5.6702323,2008.2126,76548.54,RM,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,Gd,Typ,Missing,BuiltIn,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1243.3989,784637060.0,52.551434,62.07913,7331.306,7.442168,5.0415025,1995.8796,2011.7577,18.594456,26.393047,76.11633,1213.0022,1309.5841,1265.8281,629.8013,21.539083,1916.9216,0.03231147,0.09303328,2.1865845,0.5727938,3.2430394,0.9043276,7.4121957,0.5683099,2004.328,1.6975251,441.10257,84.23204,174.42612,27.615105,-10.396835,-10.014247,1.929565,-310.0001,6.498328,2008.1677,227147.72,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1284.497,839821630.0,51.704468,67.48498,9389.135,5.502623,6.4920917,1953.1154,1986.7852,0.16985771,19.670086,2.994405,817.94836,835.8149,1013.10846,359.95563,15.951358,1388.8247,-0.015918253,0.07353882,1.5645595,0.12191556,3.0542269,1.1349629,6.5723534,0.20537242,1969.5714,1.6475825,438.26654,105.68491,-7.9310837,32.329147,-3.9707477,-6.268273,-3.0057678,-88.41621,4.175458,2008.2362,137686.73,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,Missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,COD,Normal
1405.7313,979435700.0,39.270893,64.257484,10366.178,4.8236146,5.220899,1912.5306,1947.4274,40.221855,286.44345,21.60327,614.9866,919.868,1009.69116,468.2217,8.720039,1484.0338,0.23930168,-0.014737564,0.8931241,0.374819,2.9128015,0.95751166,6.3255477,0.7095484,1931.7727,1.0490271,308.50418,11.553276,28.633234,217.08134,-6.2033744,-3.386956,3.0743759,491.11694,5.0961776,2008.2202,107303.45,C (all),Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,Gambrel,CompShg,BrkFace,BrkFace,Missing,TA,Fa,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Typ,Missing,Detchd,Unf,TA,Fa,N,Missing,MnPrv,Missing,WD ,Normal
1435.1909,962180300.0,52.114063,43.605324,5891.2773,5.394281,6.369036,1955.3904,1986.555,35.802105,213.45592,24.43809,855.8919,1084.7526,1086.8767,-17.818441,-2.5625136,1066.8517,-0.38517305,0.82980746,1.2683247,-0.13991119,2.4080844,0.82494205,4.914405,0.35220757,1966.629,0.3739091,105.11741,96.54442,77.75685,-8.749134,8.17253,14.036974,4.2304473,-129.82484,1.6160663,2008.1886,111889.93,RL,Pave,Missing,IR1,Low,AllPub,CulDSac,Sev,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,Ex,Min1,Gd,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Abnorml
1494.0544,993265540.0,159.55324,55.917202,10795.991,5.0442634,5.473928,1930.6294,1965.8657,109.4092,507.1459,16.534979,346.21457,857.9236,1197.9154,709.8376,11.8499775,1922.3966,0.5370873,0.002744206,1.8449255,0.2013605,3.2751136,1.7573487,8.236193,0.4017081,1956.9218,2.1082063,575.2655,67.05793,-53.297516,119.2386,-15.883009,40.58366,-1.9170042,743.45746,4.4431167,2008.115,134486.55,RL,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Missing,MnPrv,Missing,WD ,Normal
1503.3243,868859140.0,31.70341,58.980118,6249.689,4.1216106,6.120988,1924.142,1958.8325,-100.63856,63.72627,17.962074,545.2491,624.18225,764.34937,64.97382,7.9300594,835.22064,0.08560285,0.040853065,0.7717412,-0.002437999,2.4478617,0.9833988,4.81092,0.073168434,1942.716,0.90282893,253.7058,-11.211082,2.510578,109.20854,-0.020002285,11.158606,-11.33339,312.14273,7.5057917,2007.9446,53176.24,RM,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,Missing,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Missing,GdPrv,Missing,WD ,Normal
1324.8588,927511000.0,51.248207,45.009274,636.23724,5.0658274,8.543114,1923.2529,1994.4124,-224.68842,4.685894,43.295086,614.37396,655.7508,756.6122,374.5038,20.507236,1150.773,0.18287589,0.02194145,1.2114702,-0.0005921326,2.888166,0.9589707,5.724697,0.08779309,1949.4803,0.125357,20.830301,22.738571,130.30933,28.838278,6.7025394,25.227869,-2.1728272,10.487052,7.6676292,2008.2648,90851.57,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,TA,Typ,Missing,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1407.8489,764036900.0,37.098248,57.5354,7316.8696,4.4846916,5.073705,1950.235,1961.1631,15.099988,36.33769,143.45535,681.3852,857.72754,927.5007,-108.72515,-6.347257,811.991,0.13444942,0.05018906,0.9093572,0.048039716,2.2937472,0.9817764,4.630072,0.16385394,1957.1608,0.852386,227.02945,3.917168,1.4492453,36.66345,-3.00751,13.706879,-13.686653,-125.305,3.629729,2007.9796,73648.04,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Missing,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1270.2352,752335170.0,14.584554,79.35898,14315.467,5.206078,7.040802,1954.3435,1985.7943,-93.022835,210.07784,488.8345,257.82498,952.3887,1147.6749,-52.027332,-0.003519871,1095.5782,0.7682221,-0.0732985,1.1523383,-0.041385103,2.4091768,1.0097183,5.302991,0.49706712,1963.9795,1.7075276,478.3934,158.63194,11.154911,21.841799,-16.247952,41.775738,15.919911,-244.03941,6.0262966,2008.172,144741.52,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,GasA,Ex,Y,SBrkr,TA,Min2,Missing,Detchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1387.0132,808364540.0,29.845787,80.729706,13469.519,5.2939296,5.754855,1952.3772,1971.5986,61.089973,374.59213,-45.412766,440.04303,766.4886,971.25543,342.04425,0.49862114,1312.4425,0.2320445,0.04761552,1.2011712,0.356466,2.7135868,1.0127814,6.010255,0.50540245,1963.3168,2.2272007,620.924,54.12319,-27.577843,67.95091,-13.255902,48.26535,-9.782728,142.80914,5.885775,2008.0455,146421.52,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1305.2112,855754560.0,42.11907,57.270325,7456.588,3.7676935,4.9484105,1939.874,1954.5364,-78.47335,51.386333,44.622288,390.95016,484.786,606.14545,-121.10192,10.921431,495.56567,0.10369149,0.072430566,0.57138336,0.0150674675,1.7577735,0.9063847,3.5114527,-0.075661145,1953.1022,1.0124112,283.5919,-12.561424,-32.824715,104.749954,-15.068281,-2.9391258,7.3724074,-25.620378,3.6784754,2008.2737,29021.67,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Missing,MnPrv,Missing,CWD,Normal
1476.5776,800764540.0,30.18624,60.827866,6154.2095,4.7350135,5.73903,1949.6904,1970.2871,-24.467175,161.09608,11.410893,674.7975,844.7909,928.56976,41.55882,-5.871718,962.50476,0.164583,0.060648777,1.0989351,0.044159006,2.7136357,1.0020399,5.2922254,0.09457121,1959.607,0.91101277,240.20293,21.345024,18.354647,27.231945,2.4963799,-2.198836,-18.142477,-138.03436,5.6030827,2007.9058,90580.77,RL,Pave,Missing,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,P,Missing,MnPrv,Missing,WD ,Normal
1397.6025,822298430.0,29.716875,56.518913,4104.131,5.0360537,6.953357,1948.9172,1986.211,-114.201256,34.822216,-16.891935,771.6218,786.0059,876.7333,-98.16979,7.891071,785.1331,0.072411,0.035675235,1.0995774,-0.20550896,2.2359376,0.955347,4.6038923,-0.06840082,1965.2413,1.0793611,291.25934,24.305328,28.136086,21.669342,2.4611313,13.618373,-16.286589,14.609618,6.835903,2008.0408,91654.12,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,New,Partial
1292.97,762324700.0,8.460214,84.35799,11694.504,3.4078982,2.8113046,1958.129,1948.0851,-128.8706,175.99724,23.545431,681.1908,879.2614,1060.7391,161.55298,21.597912,1242.5743,0.076755404,0.25596476,1.474497,0.152192,4.0966024,1.245992,6.976091,-0.22077367,1965.0709,0.6659006,179.25243,-66.75661,85.78872,25.466278,-5.9677625,-33.705338,-6.1077437,-441.14374,10.770293,2008.1746,49639.23,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,Missing,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Missing,Missing,Missing,Missing,Y,Missing,Missing,Missing,WD ,Normal
1599.547,983555700.0,55.8753,85.510216,17475.252,8.08876,9.104279,1946.1666,2023.1534,107.24538,8.143169,20.438614,1215.3314,1235.1686,1509.696,1185.7517,41.52844,2736.863,-0.094786555,0.005628624,2.5467012,0.4231467,4.339676,1.2318107,10.405135,1.1142126,1974.4946,2.9249835,790.2923,292.85922,17.050814,56.261417,-4.8880944,18.221018,-2.1335688,123.57877,4.2153864,2007.8342,305992.03,RM,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,Missing,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,FuseA,TA,Typ,Missing,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1480.136,953144700.0,167.75793,54.432335,7711.904,4.88631,5.997025,1935.6946,1978.375,33.911808,-26.631031,24.40523,746.65955,732.1373,1117.8743,860.9232,19.701557,2002.3352,0.0974952,-0.014004442,2.2804072,0.11206467,4.08631,1.9239956,9.242327,-0.07486876,1964.5565,1.6405071,412.325,94.46096,-50.99373,45.701626,-12.663163,-11.336173,12.137807,207.57677,2.356997,2008.0806,113707.07,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Missing,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1514.0774,906229800.0,19.222416,86.036476,16062.941,5.751547,7.4863963,1922.8665,1974.1653,45.976498,146.51625,79.211624,470.5937,695.0395,958.45184,828.2479,10.630033,1793.6073,0.116579294,0.0056835758,1.2825859,0.5478545,3.4528463,0.9768428,7.529204,0.8601769,1943.9794,2.4639533,682.0709,217.3094,-74.70724,171.19487,-4.0339723,-15.224654,4.272071,423.72095,6.2515945,2007.9305,178315.77,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1361.7488,907742300.0,63.50472,53.60177,3567.3784,5.4943438,7.742999,1926.766,1986.7753,-49.248135,118.6789,-59.532616,663.1401,715.36005,828.7725,670.3703,9.053685,1507.9232,0.12650236,-0.038064424,1.3071578,0.37448046,3.1314235,0.98127484,6.6297345,0.42488453,1948.227,0.50189745,125.09461,10.133064,107.94766,42.549515,-1.538664,41.805637,10.447687,-37.96322,3.383775,2008.1838,127021.78,RM,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,Missing,TA,TA,Slab,Missing,Missing,Missing,Missing,Missing,GasA,Gd,N,SBrkr,TA,Typ,Missing,Missing,Missing,Missing,Missing,N,Missing,Missing,Missing,WD ,Normal
1351.1978,901784200.0,59.217148,63.18307,8120.471,4.7534924,5.551447,1928.6594,1958.1047,23.547054,-45.287067,-24.53565,622.80054,550.82086,747.8138,707.19714,-15.661545,1437.1093,-0.10612467,0.013696582,1.2291386,0.5441737,3.3512213,1.1345052,6.801916,0.33329165,1945.986,1.5466058,408.01144,19.845032,-31.356544,132.90575,-11.537852,7.9298205,-15.321691,222.58493,5.280818,2008.1956,98044.35,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Missing,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1314.6086,941756160.0,50.754433,58.295757,6425.3857,4.960497,7.289389,1929.2095,1980.5779,-111.00063,71.46085,-13.532817,495.0522,548.8436,709.4547,310.31842,17.155893,1035.9775,0.13520858,-0.005396883,1.0028747,0.08049715,2.3254676,0.9475306,5.102707,0.16832489,1952.5758,1.2717465,351.31183,59.932686,7.641876,107.76236,-10.432981,8.271734,12.803359,142.48515,4.691497,2008.3191,95443.555,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Gd,Detchd,Unf,TA,TA,Y,Missing,GdWo,Missing,WD ,Normal
1384.945,1058939200.0,162.42242,56.63154,8576.684,4.7895875,4.7409487,1917.7712,1956.9526,73.18536,164.19682,6.7445,840.1897,999.77545,1338.2394,925.1426,4.223605,2269.6277,0.23438063,-0.05714446,2.205361,0.15843587,4.3571606,1.9743495,9.920869,0.1842789,1948.5502,1.5985783,423.82632,26.258194,-22.27491,165.64345,-16.62564,-12.756846,9.948546,632.50977,4.07185,2008.3519,116100.71,RM,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,N,Missing,Missing,Missing,WD ,Normal
1360.8977,972656600.0,66.95794,64.46949,11567.062,5.5823946,4.684705,1925.4672,1952.793,131.51915,250.02278,-5.8061438,562.96387,804.0496,908.73737,1002.6477,3.4112513,1912.4308,0.15263018,-0.028422754,1.2197245,0.9337347,3.2956328,0.96992904,7.443042,0.9672323,1942.6746,1.659677,457.11325,47.862633,20.081732,233.56946,-15.39077,-5.4264283,3.267881,450.1663,3.9590127,2008.2535,151446.39,RL,Pave,Missing,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,Missing,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Missing,Detchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1314.8203,864976260.0,66.98751,50.3335,3818.8418,5.555833,8.916486,1928.3499,1997.5914,-53.13757,18.440044,22.238104,517.5314,551.3626,691.36707,794.65936,23.31147,1509.3086,0.087771,0.042551644,1.3595486,0.44818905,3.3284113,0.94174623,6.7923975,0.4182158,1950.0126,0.3417072,60.235455,138.4121,67.69943,-8.187336,12.127639,-1.3113792,9.746486,-260.44495,2.0601366,2008.2114,130752.33,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1412.8838,962155650.0,48.02303,61.270527,6244.7925,5.9968357,8.7831,1924.3911,1996.5527,-101.06576,73.57441,-16.95609,610.48175,662.7077,856.83386,735.02655,4.6938396,1593.7264,0.10132268,-0.0050637005,1.4545987,0.26965633,3.1922593,1.0188663,6.9628897,0.46834826,1952.1206,1.6977158,457.70374,123.20182,28.754644,104.442,0.06295117,23.199902,-10.670974,414.82874,8.375851,2008.136,159399.67,FV,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1427.2046,1053615600.0,177.48645,46.647892,7164.842,5.7996755,6.565608,1935.1481,1991.688,-17.613873,45.36378,39.962032,717.18866,788.8767,1118.085,812.8199,33.601086,1968.3356,0.23735087,-0.08115208,2.1781545,0.056816857,3.0938125,1.7515658,8.247414,0.14661643,1971.3206,2.2713943,607.80676,94.82748,-18.621498,136.24197,-23.837637,19.727247,17.778143,712.1374,4.413114,2008.2523,146610.56,RL,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,Missing,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,Fa,Typ,Missing,Attchd,Unf,Fa,TA,Y,Missing,Missing,Missing,WD ,Normal
1448.7351,1014576600.0,84.97568,37.934574,799.49506,6.0244474,6.255396,1935.3998,1991.0111,-127.54,37.521893,28.48466,968.30206,1025.1559,994.2194,809.8482,31.405527,1835.5063,0.13246393,0.03933883,1.691478,0.4504839,3.4080982,0.96826667,7.316854,0.46819502,1960.1014,-0.03826549,-27.32192,-29.874344,244.38007,103.31043,-4.620453,5.359035,11.637188,-0.33440894,6.576469,2008.1437,138187.89,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,Missing,TA,TA,CBlock,TA,TA,No,GLQ,Rec,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Missing,MnPrv,Missing,WD ,Normal
1463.6564,915040700.0,86.84046,57.662315,13341.584,4.9298973,5.9893093,1926.7367,1981.9719,-148.23386,30.073986,-68.6802,719.1921,669.20605,871.1598,956.24536,176.6438,2008.2793,0.06805134,0.000778564,1.7721026,0.5421751,3.91521,1.1434143,8.417402,0.42355236,1961.3972,0.37458977,85.32548,57.040813,158.53857,52.68154,16.539236,-29.490871,-20.990118,95.4565,10.137802,2008.03,115009.19,RM,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Missing,Detchd,Unf,Fa,TA,Y,Missing,Missing,Missing,WD ,Normal
1345.7605,897574460.0,48.509823,54.990612,5374.922,5.2124834,6.5511923,1929.9757,1972.1781,-53.018642,77.0268,4.892968,558.84595,637.78516,734.3298,417.8347,3.7961926,1153.5303,0.10694602,-0.017258558,0.959769,0.32617757,2.400211,0.8856603,5.296672,0.37087914,1950.0332,1.3377059,367.31558,36.13513,20.37704,150.57503,-4.6662555,8.245476,-2.6374617,437.99783,6.558643,2008.1923,104929.38,RL,Pave,Missing,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
1475.0629,967811800.0,59.96903,68.73044,8513.038,9.120347,8.363132,1961.1985,2039.7832,-18.496082,200.00905,-15.057708,1357.4368,1529.8507,1547.93,1340.9366,44.664085,2933.9878,0.13113365,-0.032151338,2.634194,0.7731442,4.0239444,0.8837981,9.979571,1.3357166,1987.436,1.698685,467.1537,71.926865,330.3632,60.392864,-13.666595,95.39302,26.128944,142.1683,7.9664,2007.96,332273.38,RM,Pave,Missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,Missing,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,TA,Typ,Po,Detchd,Unf,TA,Gd,Y,Missing,Missing,Missing,WD ,Normal
1514.4557,836782400.0,45.089344,69.356415,12645.239,3.6799324,3.0169392,1941.8156,1940.0471,-53.07031,186.49812,47.06506,431.49228,661.80536,823.809,204.91658,43.57341,1072.0842,0.1562869,0.11146291,0.9418911,0.34270084,2.728681,1.0692308,5.4577675,0.15874118,1955.2137,1.2247157,347.62982,-53.28595,22.283413,145.22174,-13.681509,-5.3808293,-5.2387056,227.63472,8.809255,2007.9048,48357.184,RL,Pave,Missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Missing,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Missing,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,COD,Normal
1466.5983,966956200.0,35.66367,71.49422,8009.9214,6.7997637,7.373156,1932.4326,2000.5961,-100.39025,36.523083,4.187665,1254.0763,1286.6647,1406.0052,1112.0284,24.726324,2540.9219,-0.017856715,0.038711064,2.2815773,0.49844792,4.8406286,1.142845,10.065154,0.79465187,1958.8118,0.9617963,256.69214,14.341522,241.70236,71.38547,0.06966265,48.797394,-8.386982,150.12425,11.318168,2008.0156,218686.12,RL,Pave,Missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,TA,Fa,CBlock,TA,TA,Mn,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Missing,Attchd,Unf,TA,TA,Y,Missing,Missing,Missing,WD ,Normal
